Field Name,Number Non-PA Wells,INJ Types (All),"Water Cut, %","GOR, Mscf/BO","Daily Liquid Rate, bpd","Daily Gas Rate, Mscfpd",Type,Status,Lat,Lon,EOR_Technology,INJ Type
"BELRIDGE, SOUTH",13360,"GAS, WATER",94.81600458,0.375104994,742310.7419,14434.54839,Oil,Active,35.45504882,-119.7176056,"In-situ, Combustion, Sands, Mine, Hot, Water, Steam, Oil",WATER
HOLDENVILLE,1107,"SALT WATER, WATER",0,0.372946612,125.6774194,46.87096774,Oil,Active,35.05246971,-96.49361685,,WATER
"HELUMA, EAST",31,,21.73211404,0.371821306,59.96774194,17.4516129,Oil,Active,31.30203318,-102.2416867,,UNKNOWN
PARIETTE BENCH,110,WATER,10.84812623,0.367256637,16.35483871,5.35483871,Oil,Active,40.02670957,-109.8101469,,WATER
DEER CREEK,256,"SALT WATER, WATER",94.09945753,0.36661396,2420.225806,52.35483871,Oil,Active,36.27169587,-106.9068999,,WATER
NORTH ELKHORN RANCH,50,WATER,97.96377064,0.365965834,7233.483871,53.90322581,Oil,End of Life,47.27708171,-103.4934282,,WATER
"WEGER, NORTH",40,,63.86898669,0.365439093,31.51612903,4.161290323,Oil,Active,31.07689105,-101.4412791,,UNKNOWN
LAMB,30,,98.8510354,0.363372093,965.8064516,4.032258065,Oil,End of Life,41.72678722,-106.1768616,,UNKNOWN
CATWALK,39,SALT WATER,63.77828702,0.362989324,225.2258065,29.61290323,Oil,Active,47.98293359,-103.5448997,,WATER
KNOWLES,19,,96.32453487,0.359639233,778.483871,10.29032258,Oil,End of Life,32.98552619,-103.0092849,,UNKNOWN
PRENTICE,1525,"SALT WATER, FRESH WATER,SALT WATER",92.312122,0.358356475,22967.03226,632.7419355,Oil,Active,33.26085682,-102.5843652,CO2,WATER
CRAZY MAN CREEK,66,SALT WATER,91.86046512,0.357142857,27.74193548,0.806451613,Oil,Active,48.08572787,-103.4616021,,WATER
GIEBEL,85,SALT WATER,83.65061815,0.356326079,1604.677419,93.48387097,Oil,Active,32.45026212,-102.8215078,,WATER
TECOVAS CREEK,15,SALT WATER,95.85073796,0.355704698,115.8387097,1.709677419,Oil,End of Life,35.41465031,-102.0095159,,WATER
POWE,19,SALT WATER,43.12007011,0.351823318,110.4193548,22.09677419,Oil,Active,32.82791265,-101.8680302,,WATER
YENTER,19,WATER,98.02978448,0.350547731,3138.677419,21.67741935,Oil,End of Life,40.6916641,-103.3946886,,WATER
AIRSTRIP,37,,69.63873943,0.349367089,41.96774194,4.451612903,Oil,Active,32.55986207,-103.3760088,,UNKNOWN
MISSION,40,"SALT WATER, WATER",0,0.34863388,59.03225806,20.58064516,Oil,Active,35.18403051,-96.71173256,,WATER
PEORIA,42,WATER,99.11476446,0.348214286,408.1290323,1.258064516,Oil,End of Life,39.66779925,-104.1176927,,WATER
SIOUX PASS,23,WATER,74.22831776,0.346514745,1867.516129,166.7741935,Oil,Active,47.90958112,-104.3032622,,WATER
FOSTER,2156,"SALT WATER, WATER",95.95157262,0.346471645,31051.48387,435.5483871,Oil,End of Life,32.02454772,-101.8560538,Polymer,WATER
ELKHORN RANCH,79,SALT WATER,90.73510092,0.344021914,2160.774194,68.87096774,Oil,Active,47.21590188,-103.528838,,WATER
GOOD,56,SALT WATER,78.51402578,0.343683839,212.7419355,15.70967742,Oil,Active,32.60124134,-101.6035586,,WATER
"BLANCONIA, S",27,,10.57570378,0.342881452,127.1935484,39,Oil,Active,28.35193502,-97.43507077,,UNKNOWN
RICE NE,27,WATER,0,0.342391304,5.935483871,2.032258065,Oil,Active,36.71666937,-101.9704405,,WATER
TECUMSEH NW,115,"SALT WATER, WATER",0,0.339285714,16.25806452,5.516129032,Oil,Active,35.30794068,-97.01062103,,WATER
RICHFIELD,493,"WATER, GAS, ",93.64502425,0.338615665,2786.741935,59.96774194,Oil,Active,34.24061035,-116.0814733,"Polymer, Polymer",WATER
CAMP RUBY,41,,56.8156834,0.337293169,176.0645161,25.64516129,Oil,Active,30.7381881,-94.67867264,,UNKNOWN
BUCK M.,41,,0,0.333333333,15.77419355,5.258064516,Oil,Active,33.62949046,-98.21385988,,UNKNOWN
FITTS,1211,"SALT WATER, WATER",0,0.332996107,3571.193548,1189.193548,Oil,Active,34.61286301,-96.56867387,"Surfactant, Polymer",WATER
SUNSET,119,SALT WATER,44.41048737,0.33130787,200.5483871,36.93548387,Oil,Active,33.11889825,-97.18732367,,WATER
SALT FLAT,1650,SALT WATER,94.40717515,0.330146313,3981.483871,73.51612903,Oil,Active,29.72540865,-97.61804491,,WATER
"GOOD, SE.",44,"SALT WATER, ",99.1980015,0.329105004,5707.516129,15.06451613,Oil,End of Life,32.61359041,-101.5524504,,WATER
PINE,263,"WATER, GAS, GAS,WATER",94.74185692,0.326350217,6940.387097,119.0967742,Oil,Active,46.72853857,-104.4612982,,WATER
"ACE, NORTH",49,SALT WATER,85.52343901,0.325596891,2006.580645,94.58064516,Oil,Active,30.53716025,-94.77672507,,WATER
CHICON LAKE,674,SALT WATER,56.87672493,0.324266667,140.2580645,19.61290323,Oil,Active,29.26416054,-98.84767381,,WATER
THREE-O-THREE,18,"SALT WATER, ",88.89306286,0.32356257,515.2258065,18.51612903,Oil,Active,32.78766663,-102.6650947,,WATER
FLOWERS W.,177,SALT WATER,91.30328697,0.322244489,925.4516129,25.93548387,Oil,Active,33.09075215,-100.1821525,,WATER
NUYAKA DISTRICT,190,"SALT WATER, WATER",0,0.319738989,19.77419355,6.322580645,Oil,Active,35.67908862,-96.13711731,,WATER
TOMPKINS,92,SALT WATER,95.61142005,0.319399086,1125.354839,15.77419355,Oil,End of Life,32.99615855,-100.2150915,,WATER
"HYLTON, NORTHWEST",149,SALT WATER,98.03860523,0.317460317,103.6129032,0.64516129,Oil,End of Life,32.18139159,-100.2871601,,WATER
"VAN,S.W.",58,SALT WATER,98.82863669,0.317005545,2979.709677,11.06451613,Oil,End of Life,32.5214484,-95.65426419,,WATER
LYN KAY,27,SALT WATER,83.3635129,0.315646259,142.516129,7.483870968,Oil,Active,33.34404221,-100.9836305,,WATER
MP311,244,,79.12848152,0.314302999,9707.935484,636.8387097,Oil,Active,29.15785492,-88.76223032,,UNKNOWN
"ACKERLY, NORTH",137,SALT WATER,66.1482615,0.310344828,906.4193548,95.22580645,Oil,Active,32.60584648,-101.724797,,WATER
TEMESCAL,29,WATER,58.61973775,0.310206805,233.7096774,30,Oil,Active,34.46010302,-118.7685294,,WATER
BELLEVUE,1062,WATER,98.87522668,0.308887141,14586.45161,50.67741935,Oil,End of Life,32.71768561,-94.23024771,"In-situ, Combustion, Combustion,",WATER
TOM O' CONNOR,3802,SALT WATER,97.35369255,0.308620358,120436.8387,983.6129032,Oil,End of Life,28.36752615,-97.15959878,,WATER
"LUNDELL, S.",15,SALT WATER,99.4729997,0.30848329,2381.096774,3.870967742,Oil,End of Life,27.82324463,-98.66473563,,WATER
WELCH,1826,"SALT WATER, CO2, CO2,SALT WATER",96.42971776,0.306507592,37486.87097,410.2258065,Oil,End of Life,33.00941584,-101.6160598,CO2,WATER
MALLORY,170,SALT WATER,68.939191,0.306166451,240.8387097,22.90322581,Oil,Active,32.91431922,-97.9679272,,WATER
NORMAN,69,"SALT WATER, ",95.8001803,0.305879608,3292,42.29032258,Oil,End of Life,32.84092025,-102.1354298,,WATER
MILLER CREEK,26,"SALT WATER, WATER",94.43624285,0.305140962,349.6129032,5.935483871,Oil,Active,43.02317089,-106.1138609,,WATER
POE,190,SALT WATER,92.79402934,0.301190476,376.0322581,8.161290323,Oil,Active,45.41034843,-103.0287214,,WATER
CASCADE,54,WATER,32.18680513,0.300915792,5324.16129,1086.451613,Oil,Active,33.85051818,-110.0117016,,WATER
LUCIEN,245,"SALT WATER, WATER",0,0.300831162,260.0322581,78.22580645,Oil,Active,36.18226831,-97.41141595,,WATER
MCGREGOR,89,"SALT WATER, GAS",68.57605566,0.299866387,537.8064516,50.67741935,Oil,Active,47.66299903,-102.7500773,,WATER
"RODESSA, N.W.",140,SALT WATER,82.86643774,0.298523207,178.483871,9.129032258,Oil,Active,32.9392882,-94.12722034,,WATER
"SIOUX PASS, NORTH",29,WATER,53.20172991,0.297510806,462.4516129,64.38709677,Oil,Active,48.00041437,-104.2637518,,WATER
FOOTHILLS,18,,81.54425612,0.295918367,17.12903226,0.935483871,Oil,Active,48.75352806,-102.5926303,,UNKNOWN
AVOCA,72,SALT WATER,51.66366906,0.295813953,71.74193548,10.25806452,Oil,Active,42.90754686,-98.26410754,,WATER
BEECH CREEK,42,"SALT WATER, ",92.82649213,0.295317221,2976.903226,63.06451613,Oil,Active,31.48691854,-93.54217716,,WATER
JORDAN,775,SALT WATER,97.33897923,0.292570994,47810.90323,372.2258065,Oil,End of Life,31.73581648,-102.3237651,"Polymer, CO2",WATER
HICKSBAUGH,35,SALT WATER,92.57524895,0.291793313,1143.516129,24.77419355,Oil,Active,30.55774133,-94.36127016,,WATER
ALAMO,46,SALT WATER,55.62700965,0.289855072,10.03225806,1.290322581,Oil,Active,33.47502782,-95.6354311,,WATER
NEWBURG,143,"SALT WATER, WATER",83.8256151,0.289744567,523.1290323,24.51612903,Oil,Active,48.74335923,-100.8438822,,WATER
RIO VIEJO,35,WATER,39.57855206,0.289709945,154.6129032,27.06451613,Oil,Active,35.08139045,-119.1076485,,WATER
CLAM LAKE,97,SALT WATER,94.99137776,0.286742035,2506.645161,36,Oil,Active,29.70081374,-94.10878802,,WATER
FRISBY SOUTH,28,GAS,21.35868046,0.28652684,115.3870968,26,Oil,Active,44.02971572,-107.8398772,,GAS
PIPE DREAM,68,"SALT WATER, ",97.26379574,0.28652253,5834.548387,45.74193548,Oil,End of Life,31.1729236,-99.92196673,,WATER
SKULL CREEK,142,"SALT WATER, WATER",93.31901995,0.283553875,510.8387097,9.677419355,Oil,Active,43.77325735,-104.2590239,Polymer,WATER
DONNELLY,124,"SALT WATER, ",97.15076522,0.282857143,396.2580645,3.193548387,Oil,End of Life,31.88118782,-102.5508248,,WATER
PILGRIM,236,"SALT WATER, SALT WATER,FRAC FLUID",17.56756757,0.282471627,31.03225806,7.225806452,Oil,Active,29.41182356,-97.53252569,,WATER
ELK HILLS,7113,"GAS, WATER",96.9146082,0.282358821,2092.064516,18.22580645,Oil,End of Life,35.27774247,-119.4397793,"ASP, Nitrogen, Steam, Immiscible",WATER
BALL-KUEHN,26,SALT WATER,11.30952381,0.281879195,10.83870968,2.709677419,Oil,Active,32.5295579,-100.020842,,WATER
"BOYDELL, S.",114,"SALT WATER, FRESH WATER,SALT WATER",84.56888909,0.278594345,2801.83871,120.4516129,Oil,Active,32.50473271,-102.9173336,,WATER
"BRAHANEY, NORTHWEST",44,SALT WATER,88.78589604,0.278444084,887.4193548,27.70967742,Oil,Active,33.21311826,-102.9098317,,WATER
CAMP,213,SALT WATER,47.95804508,0.277444254,144.5483871,20.87096774,Oil,Active,47.87671627,-103.5153996,,WATER
NORTH SOURIS,79,"SALT WATER, WATER",98.95413752,0.277027027,456.483871,1.322580645,Oil,End of Life,48.98403095,-100.6302878,,WATER
HARRIS,1340,"SALT WATER,FRAC FLUID, FRESH WATER, SALT WATER, ",92.76253065,0.275785377,41683.6129,832,Oil,Active,32.41774017,-102.4823136,Polymer,WATER
KACHINA,28,WATER,99.59092774,0.275071633,2752.096774,3.096774194,Oil,End of Life,37.82001646,-105.5280285,,WATER
BASS,17,SALT WATER,72.19038709,0.274179983,275.8387097,21.03225806,Oil,Active,32.60101115,-101.2513441,,WATER
OKEMAH EAST,38,"SALT WATER, ",0,0.27202473,20.87096774,5.677419355,Oil,Active,35.418713,-96.29615581,,WATER
WALNUT BEND,1545,SALT WATER,98.54893036,0.271852781,53153.22581,209.6774194,Oil,End of Life,36.7047852,-90.47990383,Polymer,WATER
GRASS CREEK,778,"ACID GAS,WATER, ACID GAS, WATER",98.93283428,0.271767834,328518.6774,952.7741935,Oil,End of Life,43.94264275,-108.6501357,Polymer,WATER
BETA,258,,80.36063393,0.269272102,35459.06452,1875.193548,Oil,Active,34.23472813,-115.9046029,,UNKNOWN
LOS YBANEZ,21,SALT WATER,86.75995218,0.267558528,1456.967742,51.61290323,Oil,Active,32.72053519,-101.9091371,,WATER
"MIDLAND FARMS, NORTH",89,"SALT WATER, ",95.25124241,0.26744186,175.2580645,2.225806452,Oil,End of Life,32.19670344,-102.4255543,,WATER
CABIN CREEK,247,"WATER, GAS,WATER",96.40013516,0.264971995,29117.58065,277.7419355,Oil,End of Life,46.35183201,-104.4597439,,WATER
SLICK,614,"SALT WATER, WATER",33.43292501,0.263016158,215.9354839,37.80645161,Oil,Active,35.20153389,-96.35554753,,WATER
ELMS,38,SALT WATER,97.66043121,0.261437908,632.8709677,3.870967742,Oil,End of Life,37.99159288,-99.68380295,,WATER
DELAWARE-CHILDERS,1593,"WATER, SALT WATER, ",0,0.260469012,77.03225806,20.06451613,Oil,Active,36.78783535,-95.62828883,"Surfactant, In-situ, Microbial, Combustion",WATER
O D C,89,SALT WATER,97.51908397,0.260445139,3329.935484,21.51612903,Oil,End of Life,32.87604783,-102.7380724,,WATER
"VEALMOOR, EAST",215,SALT WATER,99.56726785,0.258990676,50370.12903,56.4516129,Oil,End of Life,32.5032689,-101.353434,Nitrogen,WATER
"CLAYTON RANCH, N.",98,"SALT WATER, ",91.31564008,0.258865828,2272.903226,51.09677419,Oil,Active,32.8945761,-101.517504,,WATER
BIG FOOT,839,"SALT WATER, FRESH WATER",0.482242001,0.258584173,34971.06452,8999.354839,Oil,Active,28.94636972,-98.67230866,,WATER
HELUMA,77,SALT WATER,20.08547009,0.254739912,83.03225806,16.90322581,Oil,Active,31.29834954,-102.2458778,,WATER
INDIAN HILL,112,SALT WATER,58.86354542,0.25284346,1047.967742,109,Oil,Active,48.03728132,-103.6861719,,WATER
KETCHUM MT.,592,SALT WATER,93.18055,0.250812442,8151.258065,139.4193548,Oil,Active,31.2680969,-101.0670406,,WATER
HARTZOG DRAW,502,WATER,78.30359478,0.249779797,3207.16129,173.8064516,Oil,Active,43.81764772,-105.8784484,CO2,WATER
FLANAGAN,452,"SALT WATER, ",87.60124521,0.248576078,4476.516129,137.9677419,Oil,Active,32.68025277,-102.3009825,,WATER
JAMES,105,,98.16197383,0.247582205,4536.774194,20.64516129,Oil,End of Life,33.55860973,-98.73532685,,UNKNOWN
SMYER,506,"SALT WATER, FRESH WATER,SALT WATER, ",96.49372305,0.245561747,14199.41935,122.2580645,Oil,End of Life,33.6365492,-102.1513681,Polymer,WATER
UTE,41,WATER,96.59985913,0.244821092,1007.548387,8.387096774,Oil,End of Life,44.93489207,-105.5096298,Polymer,WATER
"RUSSELL, NORTH",199,SALT WATER,92.23000519,0.24326258,1740.774194,32.90322581,Oil,Active,32.86397131,-102.923893,,WATER
BADGER CREEK,40,WATER,56.45730416,0.243111831,45.70967742,4.838709677,Oil,Active,39.78384628,-103.5544316,,WATER
"GIN, NORTH",45,SALT WATER,89.79032258,0.242232754,600,14.83870968,Oil,Active,32.73475818,-102.0331623,,WATER
"CHARAMOUSCA, SOUTH",39,SALT WATER,98.65169557,0.241773002,3562.419355,11.61290323,Oil,End of Life,27.95928278,-98.74567676,,WATER
SHAFTER LAKE,1625,"SALT WATER, FRESH WATER",90.11353384,0.240865945,9796.709677,233.2903226,Oil,Active,32.37086779,-102.6466164,,WATER
FLAXTON,72,"SALT WATER, WATER",71.87864644,0.238589212,110.5806452,7.419354839,Oil,Active,48.93967085,-102.4248644,,WATER
M.A.K.,49,,23.72738746,0.234418092,76.67741935,13.70967742,Oil,Active,32.46793175,-102.1986367,,UNKNOWN
OKLAHOMA CITY,530,"SALT WATER, WATER",0,0.231893679,2381.096774,552.1612903,Oil,Active,35.43848068,-97.49096058,,WATER
REEVES,543,"SALT WATER, WATER",92.55193809,0.230967948,13580.06452,233.6129032,Oil,Active,32.71924252,-101.2925032,,WATER
SAN ARDO,2288,WATER,96.2821523,0.228050326,128064.9032,1085.806452,Oil,End of Life,35.9525798,-120.8619754,"In-situ, Combustion, water, Hot, Steam,",WATER
"LUEDERS, S.",112,SALT WATER,89.06826385,0.225689405,813.2580645,20.06451613,Oil,Active,32.81151487,-99.68826527,,WATER
"LA WARD, NORTH",305,"SALT WATER, SALT WATER,FRAC FLUID",97.87841879,0.225428314,15175.83871,72.58064516,Oil,End of Life,28.90824753,-96.503303,,WATER
"PRENTICE, NW.",103,SALT WATER,83.87177561,0.2243083,1416.870968,51.25806452,Oil,Active,33.28583112,-102.5540874,,WATER
MIDWAY-SUNSET,24652,"GAS, WATER",89.84535502,0.222057332,186018.1613,4194.548387,Oil,Active,35.16113062,-119.5164161,"In-situ, Combustion, Steam, Hot, Steam, water, Water,",WATER
SLICK CREEK,25,WATER,57.03125,0.220979021,53.67741935,5.096774194,Oil,Active,43.99424786,-107.8687692,"Gas, CO2, Hydrocarbon",WATER
CLEAR CREEK,203,"WATER, SALT WATER, GAS",88.98083193,0.220354181,1305.935484,31.70967742,Oil,Active,38.23321889,-99.9960639,Nitrogen,WATER
BARTLESVILLE-DEWEY,3430,"SALT WATER, WATER",0,0.219479243,262.6451613,57.64516129,Oil,Active,36.79583687,-95.90600666,,WATER
FENNELL,101,SALT WATER,93.08794812,0.21872779,2626.548387,39.70967742,Oil,Active,31.96417337,-100.0510935,,WATER
BOHNER-KIMBELL,19,SALT WATER,98.42004469,0.216161616,1010.645161,3.451612903,Oil,End of Life,33.11890136,-99.20176211,,WATER
TRACY MOUNTAIN,48,"SALT WATER, WATER",21.21352478,0.215755438,69.64516129,11.83870968,Oil,Active,46.76841165,-103.4628375,,WATER
MOSQUITO CREEK WEST,149,"SALT WATER, WATER",0,0.214904679,18.61290323,4,Oil,Active,35.93375124,-96.45152901,,WATER
GREAT PLAINS,64,WATER,88.25579763,0.214062811,4136.83871,104,Oil,Active,39.16450849,-103.5912367,,WATER
FARNSWORTH,256,"FRESH WATER, SALT WATER, CO2, CO2,SALT WATER",91.67841003,0.213889468,9293.741935,165.4193548,Oil,Active,36.02571785,-100.9213294,"Polymer, CO2, Miscible",WATER
COTTONWOOD,195,SALT WATER,70.46158176,0.2115293,229.2258065,14.32258065,Oil,Active,41.8091066,-100.2771608,,WATER
RICE,47,"SALT WATER, WATER",40.29927761,0.210025929,62.51612903,7.838709677,Oil,Active,35.94781636,-101.1642349,,WATER
CROMWELL,292,"SALT WATER, WATER",0,0.208268867,375.2903226,78.16129032,Oil,Active,35.40180788,-96.49404633,,WATER
HORSE CREEK,148,"SALT WATER, WATER",88.29507466,0.208174664,2171.129032,52.90322581,Oil,Active,43.11523865,-97.657729,"Polymer, Surfactant",WATER
"THROCKMORTON, S.",21,SALT WATER,98.49320883,0.207746479,608,1.903225806,Oil,End of Life,33.09658829,-99.20546013,,WATER
BIG WELLS,712,SALT WATER,72.05770691,0.207065217,212.4193548,12.29032258,Oil,Active,28.57286415,-99.52787106,,WATER
MARCELINA CREEK,316,SALT WATER,13.87631976,0.206654991,21.38709677,3.806451613,Oil,Active,29.03835425,-98.13949956,,WATER
LITTLE BEAVER,150,WATER,92.21913331,0.203872903,3040.129032,48.22580645,Oil,Active,42.22611591,-103.8395877,"In-situ, Combustion",WATER
LITTLE RIVER EAST,90,"SALT WATER, WATER",0,0.203211859,52.22580645,10.61290323,Oil,Active,35.12533654,-96.59392141,,WATER
FUHRMAN,148,"SALT WATER, SALT WATER,FRAC FLUID",94.37553926,0.201342282,4187.354839,47.41935484,Oil,Active,32.83499565,-101.4141816,,WATER
HAMMAN,62,SALT WATER,78.92215569,0.198863636,53.87096774,2.258064516,Oil,Active,28.95225632,-95.95177488,,WATER
DEEP ROCK,293,"SALT WATER, FRESH WATER,SALT WATER, FRESH WATER",89.66113027,0.197400435,4872.935484,99.4516129,Oil,Active,32.29809512,-102.6467586,,WATER
BETHEL NORTH,27,SALT WATER,0,0.196491228,9.193548387,1.806451613,Oil,Active,35.29364674,-96.52134264,,WATER
HOMANN,121,SALT WATER,85.68230094,0.196271051,1123.806452,31.58064516,Oil,Active,32.75569176,-102.5338062,,WATER
QUANAH,105,SALT WATER,63.44879934,0.196148763,467.483871,33.51612903,Oil,Active,34.34018259,-99.72282033,,WATER
HUNTINGTON BEACH,1058,"WATER, ",97.99981312,0.195698834,38320.6129,150,Oil,End of Life,33.67629278,-118.016766,"Polymer, Steam, Alkali, CO2,",WATER
LAZY -JL-,118,"SALT WATER, FRESH WATER,SALT WATER",74.62414886,0.195536663,478.483871,23.74193548,Oil,Active,33.01741773,-101.4388546,,WATER
LANE CHAPEL,95,SALT WATER,89.65475543,0.193600234,2134.064516,42.74193548,Oil,Active,32.35133367,-95.18621185,,WATER
DALWOOD,28,SALT WATER,56.37407319,0.193530702,269.7419355,22.77419355,Oil,Active,33.42873129,-100.9157784,,WATER
CROW,70,"SALT WATER, GAS, WATER",65.69100479,0.191129468,1912.129032,125.3870968,Oil,Active,37.26829022,-100.4134175,,WATER
"SAND FLAT, W.",19,"SALT WATER, FRESH WATER,SALT WATER",92.58769943,0.190290273,2563.741935,36.16129032,Oil,Active,32.48235514,-95.27226043,,WATER
"GUTHRIE, N.",28,SALT WATER,99.17886624,0.189618644,3708.483871,5.774193548,Oil,End of Life,33.66135506,-100.252044,,WATER
FRYBURG,220,"SALT WATER, WATER",90.94648273,0.188008071,6180.096774,105.1935484,Oil,Active,45.52982952,-97.6036564,,WATER
"KEYSTONE, SW.",76,SALT WATER,95.06075162,0.186498856,570.8064516,5.258064516,Oil,End of Life,31.92745491,-103.0463539,,WATER
HUTEX,173,SALT WATER,98.76545664,0.186404293,29212.83871,67.22580645,Oil,End of Life,32.40257279,-102.2767092,,WATER
COULTER,113,SALT WATER,89.28359348,0.185434395,1521.032258,30.22580645,Oil,Active,33.04204821,-101.4864452,,WATER
JACE,65,"GAS, WATER",30.70316694,0.185127808,180.2903226,23.12903226,Oil,Active,38.52064186,-102.0797897,,WATER
WILBARGER COUNTY,3248,SALT WATER,96.46936166,0.185114026,21874.87097,142.9677419,Oil,End of Life,34.0090639,-99.09047354,,WATER
NIKAITCHUQ,98,WATER,79.54301616,0.184864642,59652,2255.903226,Oil,Active,70.54053739,-149.8885715,,WATER
CAT CANYON,2097,"WATER, GAS, ",93.83914314,0.182703249,8282.258065,93.22580645,Oil,Active,34.83795116,-120.3070553,"Steam, Steam",WATER
D. E. B.,85,SALT WATER,98.71558393,0.182272488,9548.709677,22.35483871,Oil,End of Life,32.61076725,-102.5686707,,WATER
SEARS,37,SALT WATER,94.00885647,0.181521739,495.3548387,5.387096774,Oil,Active,32.73252165,-99.74230372,,WATER
GERMANIA,102,SALT WATER,38.15145407,0.180400372,224.0645161,25,Oil,Active,32.79478022,-99.87033445,,WATER
SACATOSA,2289,SALT WATER,87.2076728,0.178761398,3982.225806,91.06451613,Oil,Active,28.67777872,-100.1736801,,WATER
PEACOCK,85,"SALT WATER, WATER",80.81947743,0.178018576,217.2903226,7.419354839,Oil,Active,38.49470673,-97.51484761,,WATER
DURKEE,63,SALT WATER,99.19296987,0.177777778,359.7419355,0.516129032,Oil,End of Life,30.33835417,-95.65920048,,WATER
JACK AUSTIN,37,SALT WATER,78.51785179,0.176975259,752.6129032,28.61290323,Oil,Active,33.01322958,-99.18871821,,WATER
BLOCK A-34,490,SALT WATER,90.88365921,0.176491184,14148.64516,227.6451613,Oil,Active,32.47627545,-102.6334782,,WATER
EC322,154,"GAS, ",85.95718764,0.17536438,6461.806452,159.1290323,Oil,Active,28.19313211,-92.70788051,,GAS
KNUTSON,30,"SALT WATER, WATER",98.11187049,0.174311927,4096.903226,13.48387097,Oil,End of Life,46.96804349,-103.6085867,,WATER
"CREWS, SOUTH",36,SALT WATER,95.1826793,0.174157303,119.1935484,1,Oil,End of Life,31.89482788,-99.77392078,,WATER
ENIGMA,31,WATER,97.78710687,0.173633441,906.7096774,3.483870968,Oil,End of Life,43.02075713,-106.6842239,ASP,WATER
LOOKOUT BUTTE,141,"WATER, ",95.2146404,0.173221757,3222.193548,26.70967742,Oil,End of Life,46.29870931,-104.198476,,WATER
VAUX,42,WATER,76.92716076,0.17257248,303.8064516,12.09677419,Oil,Active,47.72843024,-104.2568909,,WATER
GREEN BRANCH,73,"SALT WATER, ",96.76808924,0.171545968,1943.322581,10.77419355,Oil,End of Life,31.90602182,-92.69392212,,WATER
WALNUT BEND N.,49,"SALT WATER, ",98.29426047,0.171052632,1581,4.612903226,Oil,End of Life,33.80535382,-97.04551674,,WATER
GOLDEN PRAIRIE,26,WATER,86.90523159,0.169328111,817.6129032,18.12903226,Oil,Active,41.32792992,-104.20064,,WATER
MAUD,191,"SALT WATER, WATER",0,0.168696601,177.4516129,29.93548387,Oil,Active,35.36775082,-95.93954227,,WATER
EMPIRE-COMANCHE,465,"SALT WATER, WATER",0,0.167866694,156.8064516,26.32258065,Oil,Active,34.40281465,-98.0014054,,WATER
ALLAR,59,SALT WATER,77.61228231,0.167860798,281.5483871,10.58064516,Oil,Active,33.06349672,-98.80264043,,WATER
LITTLE SAND DRAW,29,,99.44550381,0.167420814,3857.032258,3.580645161,Oil,End of Life,43.81110815,-108.3469669,,UNKNOWN
ZACA,71,WATER,97.21933574,0.167161961,15614.74194,72.58064516,Oil,End of Life,34.7254144,-120.1436523,,WATER
MAUDLIN GULCH,26,"WATER, ",98.90189795,0.166144955,12199.93548,22.25806452,Oil,End of Life,40.28287967,-108.0271829,,WATER
SANCHO NORTH,22,SALT WATER,0,0.165670367,37.77419355,6.258064516,Oil,Active,35.21661551,-96.58692972,,WATER
"BROADVIEW, WEST",97,"SALT WATER, FRESH WATER,SALT WATER",77.85912149,0.165127594,1467.290323,53.64516129,Oil,Active,33.65235123,-102.0159632,,WATER
DUNCAN WEST,340,"SALT WATER, WATER",0,0.163848073,116.3548387,19.06451613,Oil,Active,34.49294625,-98.09304316,,WATER
RANGELY,1349,"WATER, GAS, GAS,WATER",96.23566362,0.162995927,192947.5161,1183.870968,Oil,End of Life,40.10579922,-108.8553754,,WATER
K-M-A,1617,SALT WATER,97.73653773,0.161659283,17693.41935,64.74193548,Oil,End of Life,33.88244334,-98.79278562,,WATER
TRIFECTA,41,SALT WATER,55.51492992,0.161643836,264.6774194,19.03225806,Oil,Active,33.42250278,-100.9117931,,WATER
ST LOUIS,1477,"SALT WATER, WATER",0,0.161013567,1131.741935,182.2258065,Oil,Active,35.06491199,-96.84331746,,WATER
BALE,38,SALT WATER,93.48757498,0.160526316,376.4516129,3.935483871,Oil,Active,32.85259207,-102.8406048,,WATER
BILLY,39,"SALT WATER, ",97.43267923,0.159543326,4292.16129,17.58064516,Oil,End of Life,33.85041448,-102.3377099,,WATER
"POPLAR, NORTHWEST",50,WATER,92.88703509,0.157802455,2327.870968,26.12903226,Oil,Active,48.28553226,-105.2159231,,WATER
"ESPERSON DOME, SOUTH",37,,53.43422584,0.1575,27.70967742,2.032258065,Oil,Active,29.95496693,-94.9434402,,UNKNOWN
HAVEMEYER,17,"SALT WATER, ",84.48410723,0.156049496,907.2903226,21.96774194,Oil,Active,32.84552244,-102.8583622,,WATER
CRANE,34,"SALT WATER, WATER",89.6608047,0.155344918,592.483871,9.516129032,Oil,Active,39.00190819,-103.3879158,,WATER
BOURLAND,72,SALT WATER,82.5,0.154761905,30.96774194,0.838709677,Oil,Active,31.73128727,-102.5018798,,WATER
LUCK-POT,26,"SALT WATER, ",50.58683111,0.154186795,162.1612903,12.35483871,Oil,Active,32.69096144,-101.588455,,WATER
COODYS BLUFF,49,"SALT WATER, WATER",0,0.151785714,10.83870968,1.64516129,Oil,Active,36.72459759,-95.53596413,,WATER
SQUARE LAKE,374,WATER,86.19644661,0.151528196,542.8709677,11.35483871,Oil,Active,32.88095046,-103.9445608,,WATER
